id,sellerType,companyName,projectName,projectStatus,latitude,longitude,localityName,suburbName,cityName,propertyType,bedrooms,listingCategory,size,leadType,price
17520220,AGENT,KM HOME SOLUTION,Aastha,Under Construction,22.45361137,88.29823303,Uttar Gauripur,Kolkata South,Kolkata,Independent House,3.0,Primary,1812,paid,8200000
9691996,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Avenida,Under Construction,22.61247826,88.4594574,New Town,Kolkata East,Kolkata,Apartment,4.0,Primary,1900,paid,37800000
9691967,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Avenida,Under Construction,22.61247826,88.4594574,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1300,paid,10400000
9692007,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Avenida,Under Construction,22.61247826,88.4594574,New Town,Kolkata East,Kolkata,Apartment,4.0,Primary,2300,paid,45757895
17213535,AGENT,Individual Agent,Project,Ready to move,22.57851791,88.49215698,New Town,Kolkata East,Kolkata,Independent Floor,3.0,Primary,1480,paid,7500000
17281051,AGENT,Om Sai Realtors,Project,Under Construction,22.68608284,88.33807373,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,2.0,Primary,715,paid,2145000
8629842,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,4.0,Primary,1693,unpaid,8465000
8629838,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,4.0,Primary,1890,unpaid,9450000
8629828,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,3.0,Primary,1566,unpaid,7830000
8629824,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,3.0,Primary,1406,unpaid,7030000
8629806,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,3.0,Primary,1455,unpaid,7275000
8629797,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,3.0,Primary,1388,unpaid,6940000
8629785,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,2.0,Primary,980,unpaid,4900000
8629779,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,3.0,Primary,1466,unpaid,7330000
8629835,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,3.0,Primary,1181,unpaid,5905000
8629830,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,3.0,Primary,1364,unpaid,6820000
8629826,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,4.0,Primary,1666,unpaid,8330000
8629821,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,4.0,Primary,1794,unpaid,8970000
8629817,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,2.0,Primary,984,unpaid,4920000
8629815,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,4.0,Primary,1749,unpaid,8745000
8629788,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,4.0,Primary,2000,unpaid,10000000
8629785,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,2.0,Primary,980,unpaid,4900000
8629779,AGENT,Individual Agent,Urban Sabujayan,Ready to move,22.49942207,88.41350555,Mukundapur,Kolkata South,Kolkata,Apartment,3.0,Primary,1466,unpaid,7330000
17193080,AGENT,Individual Agent,Project,Ready to move,22.57851791,88.49215698,New Town,Kolkata East,Kolkata,Independent Floor,3.0,Primary,1080,paid,5500000
17194985,AGENT,Individual Agent,Project,Ready to move,22.57851791,88.49215698,New Town,Kolkata East,Kolkata,Independent Floor,2.0,Primary,1080,paid,5500000
16997980,AGENT,A D Printer,Project,Under Construction,22.47244453,88.35734558,Bansdroni,Kolkata South,Kolkata,Apartment,1.0,Primary,533,paid,2238600
17185359,AGENT,Individual Agent,Project,Ready to move,22.57851791,88.49215698,New Town,Kolkata East,Kolkata,Independent Floor,3.0,Primary,1480,paid,7500000
9691998,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Elements,Under Construction,22.5019989,88.3404007,Tollygunge,Kolkata South,Kolkata,Apartment,3.0,Primary,1257,paid,11400000
9691964,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Elements,Under Construction,22.5019989,88.3404007,Tollygunge,Kolkata South,Kolkata,Apartment,3.0,Primary,1233,paid,11100000
9691952,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Elements,Under Construction,22.5019989,88.3404007,Tollygunge,Kolkata South,Kolkata,Apartment,4.0,Primary,1536,paid,13700000
9692024,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Elements,Under Construction,22.5019989,88.3404007,Tollygunge,Kolkata South,Kolkata,Apartment,3.0,Primary,1273,paid,11600000
9692009,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Elements,Under Construction,22.5019989,88.3404007,Tollygunge,Kolkata South,Kolkata,Apartment,3.0,Primary,1252,paid,11400000
17252060,AGENT,Om Sai Realtors,Project,Under Construction,22.68608284,88.33807373,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,3.0,Primary,1250,paid,3750000
17252020,AGENT,Om Sai Realtors,Project,Under Construction,22.68608284,88.33807373,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,2.0,Primary,625,paid,1875000
17251965,AGENT,Om Sai Realtors,Project,Under Construction,22.68608284,88.33807373,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,2.0,Primary,713,paid,2139000
17252084,AGENT,Om Sai Realtors,Project,Under Construction,22.68608284,88.33807373,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,2.0,Primary,875,paid,2625000
17502100,AGENT,AK Properties,Project,Ready to move,22.57851791,88.49215698,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1252,paid,6575000
17502078,AGENT,AK Properties,Project,Ready to move,22.56041145,88.47964478,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1172,paid,6085000
16993226,AGENT,A D Printer,Project,Under Construction,22.47278786,88.35754395,Bansdroni,Kolkata South,Kolkata,Apartment,4.0,Primary,1322,paid,5552400
16993171,AGENT,A D Printer,Project,Under Construction,22.47282791,88.35746002,Bansdroni,Kolkata South,Kolkata,Apartment,3.0,Primary,1200,paid,5040000
16993112,AGENT,A D Printer,Project,Under Construction,22.47258949,88.35720062,Bansdroni,Kolkata South,Kolkata,Apartment,3.0,Primary,898,paid,3771600
16993084,AGENT,A D Printer,Project,Under Construction,22.47286606,88.35767365,Bansdroni,Kolkata South,Kolkata,Apartment,2.0,Primary,771,paid,3238200
17236924,AGENT,Om Sai Realtors,Project,Ready to move,22.68608284,88.33807373,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,3.0,Resale,820,paid,1875000
16331285,AGENT,Danish Construction,Pearl Co Operative Housing Society,Under Construction,22.58164787,88.46622467,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1268,unpaid,5800000
8719001,AGENT,Danish Construction,Sahini CHS,Under Construction,22.57935905,88.45444489,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1225,unpaid,5200000
15665257,AGENT,Property Express,Eden Lakeville,Under Construction,22.6471138,88.38386536,Baranagar,Kolkata North,Kolkata,Apartment,2.0,Primary,1120,paid,5600000
17394935,AGENT,KM HOME SOLUTION,Prakriti Phase 2,Under Construction,22.7084446,88.37825012,Sodepur,Kolkata North,Kolkata,Apartment,3.0,Primary,950,paid,6800000
17394870,AGENT,KM HOME SOLUTION,Prakriti Phase 2,Under Construction,22.7084446,88.37825012,Sodepur,Kolkata North,Kolkata,Apartment,3.0,Primary,876,paid,5700000
17394788,AGENT,KM HOME SOLUTION,Prakriti Phase 2,Under Construction,22.7084446,88.37825012,Sodepur,Kolkata North,Kolkata,Apartment,2.0,Primary,789,paid,5600002
17394729,AGENT,KM HOME SOLUTION,Prakriti Phase 2,Under Construction,22.7084446,88.37825012,Sodepur,Kolkata North,Kolkata,Apartment,2.0,Primary,671,paid,4100000
17394682,AGENT,KM HOME SOLUTION,Prakriti Phase 2,Under Construction,22.7084446,88.37825012,Sodepur,Kolkata North,Kolkata,Apartment,1.0,Primary,459,paid,2900000
17394570,AGENT,KM HOME SOLUTION,Prakriti Phase 2,Under Construction,22.7084446,88.37825012,Sodepur,Kolkata North,Kolkata,Apartment,1.0,Primary,459,paid,2800000
17394423,AGENT,KM HOME SOLUTION,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,3.0,Primary,779,paid,3555000
17394344,AGENT,KM HOME SOLUTION,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,2.0,Primary,665,paid,4800000
17394252,AGENT,KM HOME SOLUTION,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,1.0,Primary,425,paid,2115000
17394190,AGENT,KM HOME SOLUTION,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,2.0,Primary,682,paid,3105000
17394046,AGENT,KM HOME SOLUTION,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,1.0,Primary,417,paid,2060000
16950604,AGENT,A D Printer,Project,Under Construction,22.4747982,88.35638428,Bansdroni,Kolkata South,Kolkata,Apartment,2.0,Primary,760,paid,3420000
16950388,AGENT,A D Printer,Project,Under Construction,22.46933746,88.36844635,Garia,Kolkata South,Kolkata,Apartment,2.0,Primary,840,paid,4000000
16950216,AGENT,A D Printer,Project,Under Construction,22.47278786,88.3564682,Bansdroni,Kolkata South,Kolkata,Apartment,2.0,Primary,815,paid,3260000
16950216,AGENT,A D Printer,Project,Under Construction,22.47278786,88.3564682,Bansdroni,Kolkata South,Kolkata,Apartment,2.0,Primary,815,paid,3260000
16951207,AGENT,A D Printer,Project,Ready to move,22.46592712,88.39050293,Garia,Kolkata South,Kolkata,Apartment,3.0,Resale,1080,paid,5200000
17195386,AGENT,Om Sai Realtors,Project,Ready to move,22.6829319,88.35207367,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,2.0,Resale,480,paid,850000
16937947,AGENT,A D Printer,Project,Under Construction,22.46343994,88.3884201,Garia,Kolkata South,Kolkata,Apartment,2.0,Primary,610,paid,3050000
16939063,AGENT,A D Printer,Project,Ready to move,22.47350121,88.35797119,Bansdroni,Kolkata South,Kolkata,Apartment,3.0,Primary,1630,paid,6846000
16939369,AGENT,A D Printer,Project,Under Construction,22.46977234,88.36531067,Bansdroni,Kolkata South,Kolkata,Apartment,2.0,Primary,875,paid,3937500
16939230,AGENT,A D Printer,Project,Ready to move,22.47568321,88.35518646,Bansdroni,Kolkata South,Kolkata,Apartment,2.0,Primary,880,paid,3696000
17367373,AGENT,KM HOME SOLUTION,Western Heights Joyville,Under Construction,22.61504364,88.28781891,Howrah,Kolkata West,Kolkata,Apartment,2.0,Primary,562,paid,3800000
17367207,AGENT,KM HOME SOLUTION,Western Heights Joyville,Under Construction,22.61504364,88.28781891,Howrah,Kolkata West,Kolkata,Apartment,2.0,Primary,562,paid,3800000
17367993,AGENT,KM HOME SOLUTION,Western Heights Joyville,Under Construction,22.61504364,88.28781891,Howrah,Kolkata West,Kolkata,Apartment,3.0,Primary,914,paid,5289000
17367909,AGENT,KM HOME SOLUTION,Western Heights Joyville,Under Construction,22.61504364,88.28781891,Howrah,Kolkata West,Kolkata,Apartment,2.0,Primary,689,paid,3590000
17367616,AGENT,KM HOME SOLUTION,Western Heights Joyville,Under Construction,22.61504364,88.28781891,Howrah,Kolkata West,Kolkata,Apartment,2.0,Primary,683,paid,3590000
17368242,AGENT,KM HOME SOLUTION,Garden Vista Phase 2,Ready to move,22.5675354,88.5174408,New Town,Kolkata East,Kolkata,Apartment,3.0,Resale,914,paid,7500000
17368069,AGENT,KM HOME SOLUTION,Western Heights Joyville,Under Construction,22.61504364,88.28781891,Howrah,Kolkata West,Kolkata,Apartment,3.0,Primary,914,paid,5289000
16928211,AGENT,A D Printer,Project,Ready to move,22.46695709,88.3563385,Bansdroni,Kolkata South,Kolkata,Apartment,2.0,Primary,640,paid,1920000
16929021,AGENT,A D Printer,Project,Ready to move,22.45882797,88.36205292,Bramhapur,Kolkata South,Kolkata,Apartment,2.0,Primary,736,paid,2646000
16929416,AGENT,A D Printer,Project,Ready to move,22.45886612,88.36273956,Bramhapur,Kolkata South,Kolkata,Apartment,3.0,Primary,940,paid,3384200
16286485,AGENT,Dream Weavers Realty Consultants Pvt Ltd,New Kolkata,Ready to move,22.73765564,88.35421753,Serampore,Kolkata West,Kolkata,Apartment,2.0,Primary,884,paid,3200000
9811538,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Sunshine One,Under Construction,22.67915154,88.30750275,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,1.0,Primary,425,paid,1500000
16326193,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Suncrest Estate,Under Construction,22.39973259,88.41519928,Sonarpur,Kolkata South,Kolkata,Apartment,3.0,Primary,1411,paid,5414000
16326189,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Suncrest Estate,Under Construction,22.39973259,88.41519928,Sonarpur,Kolkata South,Kolkata,Apartment,3.0,Primary,1161,paid,4310000
16326187,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Suncrest Estate,Under Construction,22.39973259,88.41519928,Sonarpur,Kolkata South,Kolkata,Apartment,3.0,Primary,1033,paid,3839000
16326186,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Suncrest Estate,Under Construction,22.39973259,88.41519928,Sonarpur,Kolkata South,Kolkata,Apartment,2.0,Primary,896,paid,3250000
9571453,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Greens,Ready to move,22.51122665,88.21617126,Budge Budge,Kolkata South,Kolkata,Apartment,2.0,Resale,712,paid,2600000
9965027,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Verve,Under Construction,22.49513817,88.3399353,Tollygunge,Kolkata South,Kolkata,Apartment,1.0,Primary,669,paid,4906446
9968945,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Verve,Under Construction,22.49513817,88.3399353,Tollygunge,Kolkata South,Kolkata,Apartment,1.0,Primary,927,paid,5455395
9970220,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Ananya,Under Construction,22.4132843,88.41863251,Sonarpur,Kolkata South,Kolkata,Apartment,1.0,Primary,1121,paid,3082750
9972955,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Maximus,Under Construction,22.70490074,88.37511444,Sodepur,Kolkata North,Kolkata,Apartment,1.0,Primary,1120,paid,4032000
9973780,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Regalia,Under Construction,22.55576897,88.37046814,Tangra,Kolkata East,Kolkata,Apartment,1.0,Primary,1018,paid,7987228
10017851,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Woods,Ready to move,22.62083054,88.46954346,New Town,Kolkata East,Kolkata,Apartment,3.0,Resale,1625,paid,8000000
9811538,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Sunshine One,Under Construction,22.67915154,88.30750275,Uttarpara Kotrung,Kolkata West,Kolkata,Apartment,1.0,Primary,425,paid,1500000
16336317,AGENT,Dream Weavers Realty Consultants Pvt Ltd,New Kolkata,Under Construction,22.73765564,88.35421753,Serampore,Kolkata West,Kolkata,Apartment,3.0,Primary,1040,paid,4000000
16336316,AGENT,Dream Weavers Realty Consultants Pvt Ltd,New Kolkata,Under Construction,22.73765564,88.35421753,Serampore,Kolkata West,Kolkata,Apartment,1.0,Primary,540,paid,1900000
16336315,AGENT,Dream Weavers Realty Consultants Pvt Ltd,New Kolkata,Under Construction,22.73765564,88.35421753,Serampore,Kolkata West,Kolkata,Apartment,1.0,Primary,549,paid,2000000
9960855,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Springfield,Under Construction,22.63828659,88.4651413,Rajarhat,Kolkata East,Kolkata,Apartment,1.0,Primary,950,paid,3895000
9987523,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Suburbia,Ready to move,22.38577461,88.4188385,Narendrapur,Kolkata South,Kolkata,Apartment,2.0,Resale,915,paid,3019500
9993896,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Sky,Under Construction,22.55989838,88.39365387,Beliaghata,Kolkata East,Kolkata,Apartment,1.0,Primary,1300,paid,8580000
15606880,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,687,paid,6000000
16433712,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,687,paid,6357000
16433711,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,687,paid,6357000
16433710,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,4.0,Primary,1459,paid,12900000
16433709,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,4.0,Primary,1459,paid,12900000
16433708,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1216,paid,10800000
16433707,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1216,paid,10800000
16433706,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,941,paid,8455000
16433705,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,941,paid,8455000
16433702,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,696,paid,6431000
16433701,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,696,paid,6431000
16433700,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1163,paid,10400000
16433699,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1163,paid,10400000
16433698,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1097,paid,9800000
16433697,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1097,paid,9800000
16433696,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1267,paid,11300000
16433695,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1267,paid,11300000
16805068,AGENT,Dream Weavers Realty Consultants Pvt Ltd,The Soul,Under Construction,22.57077408,88.49951935,Rajarhat,Kolkata East,Kolkata,Apartment,3.0,Primary,834,paid,8000000
16805067,AGENT,Dream Weavers Realty Consultants Pvt Ltd,The Soul,Under Construction,22.57077408,88.49951935,Rajarhat,Kolkata East,Kolkata,Apartment,2.0,Primary,609,paid,6100000
16805066,AGENT,Dream Weavers Realty Consultants Pvt Ltd,The Soul,Under Construction,22.57077408,88.49951935,Rajarhat,Kolkata East,Kolkata,Apartment,4.0,Primary,1009,paid,9500000
12322435,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Project,Under Construction,22.48438644,88.3899231,Santoshpur,Kolkata South,Kolkata,Apartment,2.0,Primary,910,paid,5605000
12322334,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Project,Ready to move,22.57851791,88.49215698,New Town,Kolkata East,Kolkata,Apartment,3.0,Resale,1037,paid,5800000
12372884,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Regalia,Ready to move,22.55952644,88.37589264,Tangra,Kolkata East,Kolkata,Apartment,3.0,Primary,1018,paid,9000000
12050152,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Water Front,Under Construction,22.73436165,88.38645172,Barrackpore,Kolkata North,Kolkata,Apartment,2.0,Primary,970,paid,3007000
12050151,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Water Front,Under Construction,22.73436165,88.38645172,Barrackpore,Kolkata North,Kolkata,Apartment,3.0,Primary,1170,paid,3627000
12050150,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Water Front,Under Construction,22.73436165,88.38645172,Barrackpore,Kolkata North,Kolkata,Apartment,3.0,Primary,1235,paid,3828500
15922493,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Garden Vista Phase 2,Ready to move,22.5675354,88.5174408,New Town,Kolkata East,Kolkata,Apartment,2.0,Primary,1212,paid,7181247
9571453,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Greens,Ready to move,22.51122665,88.21617126,Budge Budge,Kolkata South,Kolkata,Apartment,2.0,Resale,712,paid,2600000
16088713,AGENT,Dream Weavers Realty Consultants Pvt Ltd,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,3.0,Primary,1039,paid,3950000
16088643,AGENT,Dream Weavers Realty Consultants Pvt Ltd,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,2.0,Primary,884,paid,3000000
16104211,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,735,paid,2272924
16104208,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,1.0,Primary,537,paid,1639315
16104205,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,1026,paid,3546000
16104202,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,1025,paid,3328451
16104201,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,735,paid,2272924
16104198,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,1.0,Primary,537,paid,1639315
16104195,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,1026,paid,3546000
16104192,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,1025,paid,3328451
16104190,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,1024,paid,3325204
16104188,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,866,paid,2678030
16104185,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,1.0,Primary,488,paid,1534000
16104182,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,1.0,Primary,500,paid,1571721
16104180,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,758,paid,2344050
12372884,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Regalia,Ready to move,22.55952644,88.37589264,Tangra,Kolkata East,Kolkata,Apartment,3.0,Primary,1018,paid,9000000
12372805,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Suburbia Bungalow,Under Construction,22.38659859,88.41829681,Narendrapur,Kolkata South,Kolkata,Villa,3.0,Primary,1518,paid,7500000
16088713,AGENT,Dream Weavers Realty Consultants Pvt Ltd,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,3.0,Primary,1039,paid,3950000
16088643,AGENT,Dream Weavers Realty Consultants Pvt Ltd,New Kolkata Sangam,Under Construction,22.73753166,88.35150909,Serampore,Kolkata West,Kolkata,Apartment,2.0,Primary,884,paid,3000000
16104211,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,735,paid,2272924
16104208,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,1.0,Primary,537,paid,1639315
16104205,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,1026,paid,3546000
16104202,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,1025,paid,3328451
16104201,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,735,paid,2272924
16104198,AGENT,Dream Weavers Realty Consultants Pvt Ltd,Urban Lakes Phase I,Under Construction,22.6982193,88.34208679,Konnagar,Kolkata West,Kolkata,Apartment,1.0,Primary,537,paid,1639315
